Year,Type,Country,Area,Activity,Sex ,Fatal
1966.0,Sea Disaster,SUDAN,Red Sea,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,True
1966.0,Unprovoked,AUSTRALIA,New South Wales,Treading water,M,False
1966.0,Provoked,SOUTH AFRICA,Western Cape Province,Helping men land a shark,M,False
1966.0,Sea Disaster,INDONESIA,North Sumatra,wreck of the State Oil Company ship Permina,,True
1966.0,Unprovoked,USA,California,Free diving / spearfishing (resting on the surface),M,False
1966.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1966.0,Sea Disaster,COLUMBIA,,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,True
1966.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,False
1966.0,Unprovoked,AUSTRALIA,Western Australia,Jumped into the water,M,False
1966.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,False
1966.0,Unprovoked,NEW ZEALAND,North Island,Body surfing ,F,True
1966.0,Unprovoked,USA,Florida,Swimming,M,False
1966.0,Invalid,USA,California,Walking,F,True
1965.0,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, but standing in knee-deep water",M,False
1965.0,Unprovoked,JOHNSTON ISLAND,,Freediving,M,False
1965.0,Boat,AUSTRALIA,South Australia,Fishing,,False
1965.0,Provoked,AUSTRALIA,Queensland,Fishing from 34' boat when pulled overboard by hooked shark,M,True
1965.0,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,False
1965.0,Invalid,PANAMA,Caribbean Sea,Argentine Air Force C-54,,True
1965.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
1965.0,Unprovoked,BAHAMAS,New Providence Island,Sunbathing on beach when he saw child being attacked by the shark,M,False
1965.0,Unprovoked,BAHAMAS,New Providence Island,Playing in the water,F,True
1965.0,Unprovoked,NEW BRITAIN,West coast,"Spearfishing, shot a turtle",M,True
1965.0,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,M,False
1965.0,Provoked,PAPUA NEW GUINEA,Madang Province,Spearing fish,M,False
1965.0,Provoked,PAPUA NEW GUINEA,East Sepik,Fishing (rod & line),M,False
1965.0,Unprovoked,MEXICO,Veracruz,,M,False
1965.0,Invalid,PHILIPPINES,,"Arsinoe, a French tanker",M,True
1965.0,Unprovoked,USA,New Jersey,Swimming,M,False
1965.0,Provoked,BAHAMAS,Bimini Islands,Attempting to anesthetize shark,M,False
1965.0,Unprovoked,MEXICO,Veracruz,Bathing,M,True
1965.0,Boat,BERMUDA,Hamilton,,,False
1965.0,Invalid,USA,Florida,Wading,M,True
1965.0,Invalid,USA,Florida,"Diving, retrieving film package from Titan 3C rocket",M,True
1965.0,Unprovoked,MEXICO,Veracruz,Swimming,M,False
1965.0,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Spearfishing,M,False
1965.0,Unprovoked,SOUTH PACIFIC OCEAN,,Treading water,M,True
1965.0,Unprovoked,MEXICO,Veracruz,Swimming,M,True
1965.0,Unprovoked,MEXICO,Veracruz,Swimming,M,True
1965.0,Unprovoked,EGYPT,,Standing,M,False
1965.0,Unprovoked,JAMAICA,,Diving,M,False
1965.0,Unprovoked,MEXICO,Veracruz,Swimming,M,False
1965.0,Unprovoked,USA,Florida,,M,False
1965.0,Invalid,USA,California,Surfing,M,True
1965.0,Unprovoked,USA,Florida,Spearfishing,M,False
1965.0,Unprovoked,PALAU,Western Caroline Islands,Walking on reef,M,False
1965.0,Unprovoked,USA,Florida,Paddling on surfboard,M,False
1965.0,Invalid,USA,Puerto Rico,Aircraft exploded,M,True
1965.0,Unprovoked,USA,Florida,Free diving,M,False
1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1965.0,Unprovoked,USA,Massachusetts,Scuba diving,M,False
1965.0,Invalid,USA,California,Motor boat Rebel Belle lost,M,True
1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling rescue ski,M,False
1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,False
1965.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,False
1965.0,Unprovoked,NEW GUINEA,Central Province,Free diving,M,True
1965.0,Unprovoked,USA,Texas,Dangling feet in the water,M,False
1965.0,Provoked,USA,California,Surfing,M,False
1965.0,Provoked,USA,Florida,Collecting marine specimens,M,False
1965.0,Unprovoked,RED SEA,East of the Gulf of Aqaba,Standing in waist-deep water,M,False
1965.0,Unprovoked,EGYPT,,"Spearfishing, but standing in the water",M,False
1965.0,Unprovoked,VANUATU,Malampa Province,,M,True
1965.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Bather,,True
1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,False
1964.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),,M,False
1964.0,Boat,AUSTRALIA,New South Wales,Fishing,,False
1964.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",M,False
1964.0,Unprovoked,KENYA,Coast Province,Fishing with hand line tied to wrist & was pulled into the water,M,True
1964.0,Unprovoked,AUSTRALIA,Victoria ,Free diving with seals,M,False
1964.0,Unprovoked,AUSTRALIA,Queensland,Swimming out to rescue swimmers in difficulty,M,True
1964.0,Provoked,AUSTRALIA,New South Wales,"Filming underwater, carrying powerhead",M,False
1964.0,Boat,USA,Puerto Rico,Longline fishing,,False
1964.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Surf fishing,M,False
1964.0,Invalid,USA,Florida,Boat Miss Becky  sank 12 miles from shore,,True
1964.0,Unprovoked,AUSTRALIA,Western Australia,"Surfing, but swimming to his board",M,False
1964.0,Unprovoked,TAIWAN,Northern Taiwan,Swimming,M,True
1964.0,Unprovoked,TAIWAN,Northern Taiwan,Swimming,M,False
1964.0,Unprovoked,USA,Florida,Swimming,M,False
1964.0,Unprovoked,MEXICO,Guerrero,Floating on his back in an inner tube,M,False
1964.0,Invalid,USA,Florida,Spearfishing / free diving,M,True
1964.0,Unprovoked,USA,Florida,Swimming,M,False
1964.0,Unprovoked,USA,Florida,Spearfishing using scuba,M,False
1964.0,Unprovoked,JAPAN,Okayama Prefecture,Swimming,M,False
1964.0,Unprovoked,PANAMA,San Blas,Free diving / Spearfishingat edge of reef,M,False
1964.0,Provoked,USA,Puerto Rico,,M,False
1964.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Searching for remains of  Dr. Marais,M,False
1964.0,Invalid,USA,Connecticut,"Yacht Gooney Bird foundered, 4 survivors on raft",,True
1964.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing ,M,True
1964.0,Provoked,USA,Florida,Tagging sharks,M,False
1964.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing / fishing,M,True
1964.0,Boat,PAPUA NEW GUINEA,New Ireland Province,canoeing,,False
1964.0,Sea Disaster,BERMUDA,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),,True
1964.0,Invalid,USA,New York,Attempting to swim across the Atlantic Ocean,F,True
1964.0,Boat,USA,California,Fishing,,False
1964.0,Boat,PAPUA NEW GUINEA,New Britain,Fishing,M,False
1964.0,Unprovoked,FIJI,Lau Group,Spearfishing,M,False
1964.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1964.0,Unprovoked,PANAMA,Caribbean Coast,Standing,M,False
1964.0,Unprovoked,FIJI,Vita Levu,Spearfishing,M,True
1964.0,Unprovoked,PANAMA,San Blas Islands,Skin diving,M,True
1964.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Fishing,M,True
1964.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
1964.0,Sea Disaster,PAPUA NEW GUINEA,Central Province,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,True
1964.0,Unprovoked,USA,Florida,Skin diving ,M,False
1964.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Free diving for shell,M,False
1964.0,Provoked,FIJI,,Fishing,,False
1964.0,Unprovoked,NEW CALEDONIA,,Diving for trochus shell,M,True
1964.0,Unprovoked,FIJI,Vanua Levu,Spearfishing,M,True
1964.0,Unprovoked,NEW ZEALAND,North Island,preparing to go skin diving,M,False
1964.0,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,False
1964.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,False
1964.0,Unprovoked,NEW ZEALAND,North Island,Lying in 2 feet of water,M,False
1964.0,Unprovoked,NEW ZEALAND,South Island,Swimming,M,True
1964.0,Invalid,AUSTRALIA,Queensland,Swimming,M,True
1964.0,Boat,NEW ZEALAND,South Island,Rowing,,False
1964.0,Unprovoked,USA,Florida,Floating,M,False
1964.0,Unprovoked,COSTA RICA,Puntarenas Province,Swimming,M,True
1964.0,Unprovoked,FIJI,,Spearfishing,,True
1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,False
1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,False
1964.0,Boat,SOUTH AFRICA,Western Cape Province,Shark watching,,False
1964.0,Unprovoked,AUSTRALIA,Western Australia,Freediving,M,False
1964.0,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,False
1964.0,Unprovoked,PAPUA NEW GUINEA,New Britain,Fishing,M,True
1964.0,Unprovoked,FIJI,"Lomaloma, Lau",Swimming,F,False
1964.0,Unprovoked,AUSTRALIA,Western Australia,,,False
1964.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving for sinkers,M,False
1964.0,Invalid,NEW ZEALAND,North Island,Snorkeling,M,True
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,False
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,False
1963.0,Unprovoked,AUSTRALIA,Queensland,Sitting on gunwale of boat,M,False
1963.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,True
1963.0,Invalid,ATLANTIC OCEAN,Between Southampton & Canary Islands,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,True
1963.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Helping friend land hooked shark,M,False
1963.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
1963.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,False
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Splashing in surf,M,True
1963.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,False
1963.0,Unprovoked,NEW BRITAIN,"South Coast, East New Britain",Spearfishing,M,True
1963.0,Unprovoked,NEW ZEALAND,South Island,Treading water while alongside capsized yacht,M,False
1963.0,Provoked,PAPUA NEW GUINEA,Gulf Province,Fishing / standing in waist deep water,F,False
1963.0,Unprovoked,FIJI, Lau Province,Fishing,F,False
1963.0,Unprovoked,FIJI,Vita Levu,Spearing fish,M,False
1963.0,Unprovoked,ITALY,Sicily,Spearfishing,M,False
1963.0,Provoked,AUSTRALIA,Queensland,Catching sharks under government contract,M,False
1963.0,Provoked,USA,Florida,Testing anti-shark cage,M,False
1963.0,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,M,False
1963.0,Unprovoked,PALAU,Western Caroline Islands,Fishing,M,False
1963.0,Unprovoked,USA,Florida,"Surf fishing, wading ",M,False
1963.0,Provoked,NORTH PACIFIC OCEAN,,Fishing for sharks,M,False
1963.0,Unprovoked,CHILE,,Spearfishing / free diving,M,True
1963.0,Invalid,USA,Florida,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",,True
1963.0,Unprovoked,SOLOMON ISLANDS,Ysabel Island,Spearing fish,M,True
1963.0,Provoked,AUSTRALIA,New South Wales,Surfing,M,False
1963.0,Provoked,USA,Florida,"Spearfishing, pulled shark’s tail",M,False
1963.0,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,"Swimming, when caught in heavy seas",M,True
1963.0,Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Spearfishing,M,False
1963.0,Unprovoked,USA,Florida,Bathing,M,False
1963.0,Provoked,USA,Mississippi,"Fishing, on charter boat Silver Dollar",M,False
1963.0,Sea Disaster,JAMAICA,,63' fishing boat Sno' Bay foundered,,True
1963.0,Unprovoked,PANAMA,San Blas coast,"Seining for bait, standing in chest-deep water",M,True
1963.0,Unprovoked,GREECE,Thessaly,Swimming,F,True
1963.0,Provoked,PAPUA NEW GUINEA,Central Province,Fishing,M,False
1963.0,Invalid,USA,California,Swimming,M,True
1963.0,Sea Disaster,PHILIPPINES,Luzon Island,"Boat, with 42 passengers onboard, capsized in rough seas",,True
1963.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
1963.0,Unprovoked,USA,US Virgin Islands,Swimming,M,True
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1963.0,Unprovoked,AUSTRALIA,Western Australia,"Surfing on ""chest board"" (boogie board?)",M,False
1963.0,Unprovoked,USA,Hawaii,Surfing ,M,False
1963.0,Invalid,USA,Hawaii,Washed into sea while picking opihi,M,True
1963.0,Sea Disaster,SOLOMON ISLANDS,Bougainville (North Solomons),The 500-ton coastal trader Polurrian foundered ,M,True
1963.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming,M,False
1963.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1963.0,Unprovoked,FIJI,Lomaiviti  Island Group,Spearfishing,M,False
1963.0,Unprovoked,MAURITIUS,Rodrigues,,M,False
1963.0,Invalid,USA,Florida,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,True
1963.0,Unprovoked,FIJI,,Freediving,M,False
1963.0,Unprovoked,AUSTRALIA,New South Wales,Wading,F,True
1963.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,True
1963.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing ,,False
1963.0,Provoked,NEW ZEALAND,North Island,Fishing,,False
1963.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,False
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Free diving, hunting crayfish",M,False
1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,False
1963.0,Provoked,AUSTRALIA,South Australia,Shark fishing,,False
1963.0,Boat,MOZAMBIQUE,,,,False
1963.0,Unprovoked,FIJI,Vita Levu,,,False
1963.0,Unprovoked,SEYCHELLES,,Fishing for turtles,M,True
1962.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,False
1962.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,True
1962.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
1962.0,Unprovoked,AUSTRALIA,New South Wales,"Spearfishing, Scuba diving",M,False
1962.0,Invalid,AUSTRALIA,Queensland,,M,True
1962.0,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,False
1962.0,Boat,AUSTRALIA,New South Wales,Fishing,,False
1962.0,Sea Disaster,MID ATLANTIC OCEAN,,Abandoning burning ship Captain George in raging seas,M,False
1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,False
1962.0,Unprovoked,MEXICO,Veracruz,Wading,M,True
1962.0,Unprovoked,ADMIRALTY ISLANDS,Manus Island,,M,False
1962.0,Boat,AUSTRALIA,South Australia,Adrift after wave swamped engine,M,False
1962.0,Invalid,USA,California,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,True
1962.0,Unprovoked,PANAMA,Pinas Bay,Sitting in shallows,M,True
1962.0,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Spearfishing,M,False
1962.0,Unprovoked,MEXICO,Veracruz,Swimming,M,False
1962.0,Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,True
1962.0,Unprovoked,ITALY,Tyrrhenian Sea,Spearfishing with Scuba gear,M,True
1962.0,Provoked,ISRAEL,Sharon,Fishing,M,False
1962.0,Boat,TURKEY,Antalya Province,,M,False
1962.0,Provoked,PAPUA NEW GUINEA,Northern District,Fishing,M,False
1962.0,Provoked,USA,California,Diving for abalone,M,False
1962.0,Boat,USA,Florida,,,False
1962.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
1962.0,Unprovoked,USA,Texas,Surf fishing in waist-deep water,M,True
1962.0,Unprovoked,USA,New Jersey,Standing,M,False
1962.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,True
1962.0,Unprovoked,ITALY,Tyrrhenian Sea,Diving,M,False
1962.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,M,False
1962.0,Unprovoked,USA,South Carolina,Standing,M,False
1962.0,Provoked,MADAGASCAR,,Finning the shark,M,False
1962.0,Provoked,USA,California,Fishing for albacore,M,False
1962.0,Unprovoked,USA,Georgia,Playing in surf with his child  (9),M,False
1962.0,Unprovoked,USA,Georgia,Dived from inner-tube,M,False
1962.0,Invalid,GREECE,Cyclades,,,True
1962.0,Invalid,USA,Florida,U.S. Airforce crewman reported missing after bailing out of jet,M,True
1962.0,Boat,SOUTH AFRICA,Western Cape Province,"On a ""shark hunt""",,False
1962.0,Unprovoked,USA,Florida,Rolled off raft,M,False
1962.0,Unprovoked,USA,California,Escaping from Alacatraz,M,False
1962.0,Unprovoked,USA,California,Escaping from Alacatraz,M,True
1962.0,Unprovoked,USA,California,Escaping from Alacatraz,M,True
1962.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Washing,M,True
1962.0,Unprovoked,USA,South Carolina,Standing,M,False
1962.0,Boat,AUSTRALIA,Western Australia,Fishing,,False
1962.0,Provoked,USA,California,"Scuba diving, attempting to catch a captive shark",M,False
1962.0,Unprovoked,USA,Florida,Free diving,M,False
1962.0,Unprovoked,USA,Florida,,M,False
1962.0,Sea Disaster,USA,California,25-foot cabin cruiser Happy Jack sank in heavy seas,,True
1962.0,Boat,FIJI,Viti Levu,Fishing,,False
1962.0,Provoked,AUSTRALIA,Queensland,Fishing,,False
1962.0,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,False
1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,False
1962.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,,False
1962.0,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",,M,False
1962.0,Boat,AUSTRALIA,New South Wales,Fishing & spearfishing,,False
1962.0,Unprovoked,PAPUA NEW GUINEA,Madang,Swimming,M,True
1962.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming along a row of nets,M,False
1962.0,Provoked,NEW ZEALAND,Southland,Swimming,M,False
1962.0,Unprovoked,AUSTRALIA,Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,False
1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1962.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,True
1962.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,False
1962.0,Boat,NEW ZEALAND,North Island,Fishing,,False
1962.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Swimming outside fishing net,M,True
1962.0,Unprovoked,NEW ZEALAND,South Island,Splashing ,M,False
1962.0,Unprovoked,MOZAMBIQUE,Gaza,,M,False
1962.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1962.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Fishing, slipped on rocks & fell into sea",M,True
1962.0,Provoked,NEW ZEALAND,South Island,Fishing,,False
1962.0,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,False
1962.0,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,False
1962.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,,False
1962.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1962.0,Boat,AUSTRALIA,South Australia,Fishing,,False
1962.0,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Spearfishing,M,False
1962.0,Unprovoked,NEW ZEALAND,South Island,Surf fishing,F,False
1962.0,Boat,AUSTRALIA,South Australia,Fishing for sharks,,False
1962.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,True
1962.0,Provoked,AUSTRALIA,Queensland,Rowing,,False
1962.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,,False
1962.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
1962.0,Provoked,AUSTRALIA,New South Wales,Fishing,,False
1962.0,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Fishing with hand net in 2' of water,M,False
1962.0,Unprovoked,SPAIN,Catalonia,Dangling feet in the water,F,False
1962.0,Unprovoked,INDONESIA,East Flores,,,True
1962.0,Unprovoked,AUSTRALIA,South Australia,Diving,M,False
1961.0,Unprovoked,AUSTRALIA,Queensland,Standing,F,True
1961.0,Unprovoked,AUSTRALIA,Queensland,Standing,M,False
1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1961.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,False
1961.0,Boat,AUSTRALIA,South Australia,"Fishing, hauling in a 5-lb snapper",,False
1961.0,Unprovoked,MOZAMBIQUE,Gaza,Bathing,M,False
1961.0,Unprovoked,AUSTRALIA,Queensland,"Surfing, pushing board ashore",M,True
1961.0,Unprovoked,AUSTRALIA,Torres Strait,Swimming with other crew near wharf,M,False
1961.0,Invalid,MEXICO,Guerrrero,,,True
1961.0,Unprovoked,PHILIPPINES,Western Luzon Island,Gathering shells,M,False
1961.0,Invalid,USA,Florida,Swimming,M,True
1961.0,Boat,VANUATU,Shefa Province,Paddling outrigger canoe,M,False
1961.0,Unprovoked,USA,Florida,,M,True
1961.0,Provoked,USA,Florida,,M,False
1961.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,True
1961.0,Provoked,TANZANIA,,Fishing,M,False
1961.0,Unprovoked,MID ATLANTIC OCEAN,165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,False
1961.0,Unprovoked,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",M,False
1961.0,Provoked,ITALY,Venice Province,Fishing,M,False
1961.0,Invalid,AUSTRALIA,Western Australia,Attaching a line at sea,,True
1961.0,Unprovoked,USA,California,Swimming,M,False
1961.0,Unprovoked,USA,South Carolina,Wading,M,False
1961.0,Unprovoked,BERMUDA,,Spearfishing,M,False
1961.0,Unprovoked,USA,Hawaii,"Net fishing, picking catch from the net",M,False
1961.0,Provoked,PAPUA NEW GUINEA,Sandaun Province,"Fishing, two large sharks passed. He speared one and it bit him",M,False
1961.0,Provoked,USA,New York,Spearfishing,M,False
1971.0,Unprovoked,TURKEY,Anatolia,Swimming,M,False
1961.0,Provoked,AUSTRALIA,Queensland,Shark fishing,,False
1961.0,Unprovoked,ITALY,Adriatic Sea,Spearfishing,M,False
1961.0,Provoked,PANAMA,,Fishing (trolling)  from canoe,M,True
1961.0,Unprovoked,USA,Florida,Scuba diving & spearfishing ,M,True
1961.0,Unprovoked,USA,Florida,Standing,M,False
1961.0,Boat,USA,Florida,Spearfishing on Scuba,M,False
1961.0,Unprovoked,NEW BRITAIN,East New Britain Province,Spearfishing,M,False
1961.0,Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Fishing, speared shark upset canoe & man fell in water",M,False
1961.0,Unprovoked,USA,California,Free diving for abalone,M,False
1961.0,Unprovoked,NEW BRITAIN,East New Britain Province,Collecting dynamited fish,M,False
1961.0,Unprovoked,USA,Florida,Walking in chest-deep water,M,False
1961.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,False
1961.0,Invalid,USA,Florida,Splashing ,M,True
1961.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1961.0,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,False
1961.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Diving,M,False
1961.0,Unprovoked,USA,Florida,Spearfishing,M,False
1961.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1961.0,Unprovoked,AUSTRALIA,New South Wales,"Checking fish traps, fell into the water",M,False
1961.0,Unprovoked,MOZAMBIQUE,Gaza,"Swimming, using bundles of sticks as raft",M,True
1961.0,Sea Disaster,PERSIAN GULF,United Arab Emirates,Cargo ship Dara sank after collision with another ship during a severe storm,,True
1961.0,Unprovoked,AUSTRALIA,Victoria,Spearfishing,M,False
1961.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,False
1961.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,False
1961.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,False
1961.0,Provoked,AUSTRALIA,Western Australia,Fishing from dinghy,F,False
1961.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,False
1961.0,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Free diving,M,False
1961.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,False
1961.0,Unprovoked,FIJI,"19S, 178?E",Floating on back,M,False
1961.0,Provoked,USA,Pennsylvania,Cleaning a tank,M,False
1961.0,Unprovoked,AUSTRALIA,Victoria,Standing,F,False
1961.0,Unprovoked,JAMAICA,,,M,True
1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,False
1961.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,True
1961.0,Unprovoked,AUSTRALIA,Western Australia,Collecting crayfish,M,False
1961.0,Invalid,USA,California,,M,True
1961.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing for kob,,False
1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,False
1961.0,Provoked,AUSTRALIA,New South Wales,Collecting aquarium specimens,M,False
1961.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,False
1961.0,Sea Disaster,ATLANTIC OCEAN,9.35N 79.35W,Pacific Seafarer of US Navy,,True
1961.0,Provoked,AUSTRALIA,Northern Territory,Fishing,M,False
1961.0,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,False
1961.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Standing,M,False
1961.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,True
1961.0,Boat,AUSTRALIA,Tasmania,Ocean racing,,False
1961.0,Boat,AUSTRALIA,New South Wales,Fishing for mackerel,,False
1961.0,Unprovoked,COLUMBIA,Roncador Bank,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,False
1961.0,Unprovoked,NEW CALEDONIA,,Spearfishing,,False
1961.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Free diving for molluscs,M,True
1961.0,Sea Disaster,USA,Hawaii,Light aircraft ditched at sea,,True
1960.0,Unprovoked,USA,Hawaii,Swept out to sea while net fishing,M,True
1960.0,Unprovoked,AUSTRALIA,New South Wales,,F,True
1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1960.0,Unprovoked,AUSTRALIA,Queensland,"Fishing, when line became snagged on rock & he dived into water to free it ",M,True
