Year,Type,Country,Area,Activity,Sex ,Fatal
1960.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,False
1960.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,True
1960.0,Invalid,USA,Florida,"Fell overboard, prop slashed arm",F,True
1960.0,Provoked,AUSTRALIA,Queensland,Chasing shark out of bathing area while riding on a surf-ski,M,True
1960.0,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,True
1960.0,Boat,SOUTH AFRICA,Western Cape Province,Hand lining for shad,,False
1960.0,Provoked,NEW GUINEA,Western District,,M,True
1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing,M,True
1960.0,Sea Disaster,USA,California,Ejected from F3H-2 aircraft ,M,False
1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing for rock lobsters,,False
1960.0,Invalid,AUSTRALIA,New South Wales,Fishing,M,True
1960.0,Unprovoked,PAPUA NEW GUINEA,New Britain,Collecting shells,M,True
1960.0,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,True
1960.0,Invalid,USA,Florida,Diving,M,True
1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
1960.0,Invalid,JOHNSTON ISLAND,,"Free diving / photography, kneeling on sand",M,True
1960.0,Provoked,USA,South Carolina,Fishing inside net,M,False
1960.0,Sea Disaster,PACIFIC OCEAN,180 miles southeast of Okinawa,R5D aircraft went down with 29 on board,M,False
1960.0,Boat,AUSTRALIA,Western Australia,,,False
1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Free diving / Spearfishing,M,True
1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Free diving / Spearfishing,M,True
1960.0,Unprovoked,USA,New Jersey,Swimming 3 miles offshore,M,False
1960.0,Sea Disaster,SENEGAL,Cap-Vert Peninsula,Air disaster: crash of Air France Super Constellation ,,True
1960.0,Invalid,USA,Texas,Aircraft crashed into sea,M,True
1960.0,Unprovoked,USA,Connecticut,Free diving,M,False
1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Free-diving,M,False
1960.0,Unprovoked,USA,New Jersey,,M,False
1960.0,Unprovoked,USA,New Jersey,Standing in knee-deep water,M,False
1960.0,Invalid,MOZAMBIQUE,Delagoa Bay,boat with 46 people on board capsized,,True
1960.0,Provoked,USA,Florida,Holding shark on leader & dangling it above the water,M,False
1960.0,Provoked,ENGLAND,In the English Channel ,Helping angler land a shark,M,False
1960.0,Unprovoked,USA,Delaware,"Fishing, Struck by another shark when removing shark from line",M,False
1960.0,Unprovoked,USA,South Carolina,Swimming from camp,M,True
1960.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,False
1960.0,Unprovoked,USA,Mississippi,Pulling raft out to ride to shore,M,False
1960.0,Provoked,USA,Virginia,"Fishing, tossing netted shark onboard",M,False
1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,Fishing,M,False
1960.0,Provoked,USA,South Carolina,Surf fishing,M,False
1960.0,Provoked,NEW ZEALAND,Cook Strait,Shark fishing,,False
1960.0,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND",Fishing,M,False
1960.0,Unprovoked,USA,Florida,Scuba diving,M,False
1960.0,Invalid,USA,California,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,True
1960.0,Unprovoked,PHILIPPINES,Corregidor Island,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,True
1960.0,Unprovoked,USA,Georgia,Swimming,M,False
1960.0,Unprovoked,PANAMA,San Blas Islands,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,False
1960.0,Unprovoked,BERMUDA,Paget,Free diving but treading water at surface,M,False
1960.0,Unprovoked,USA,California,Swimming ,F,False
1960.0,Provoked,USA,Florida,,,False
1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,,,True
1960.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1960.0,Unprovoked,USA,California,Skindiving for abalone (but at surface),M,False
1960.0,Provoked,AUSTRALIA,Western Australia,"Fishing, hauling in a set line",M,False
1960.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,False
1960.0,Invalid,BERMUDA,"33N, 68W",Floating on a raft,M,True
1960.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1960.0,Provoked,AUSTRALIA,Western Australia,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,False
1960.0,Unprovoked,AUSTRALIA,Victoria,Spearfishing,M,False
1960.0,Unprovoked,AUSTRALIA,New South Wales,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark’s mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,False
1960.0,Provoked,AUSTRALIA,South Australia,Shark fishing,,False
1960.0,Unprovoked,FIJI,Vanua Levu,Fishing in shoulder-deep water,F,True
1960.0,Provoked,PHILIPPINES,Luzon Island,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,True
1960.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
1960.0,Unprovoked,USA,Florida,Treading water,M,False
1960.0,Unprovoked,GUAM,,"Spearfishing, carrying fish on belt",M,False
1960.0,Unprovoked,AUSTRALIA,Tasmania,"Wading, fishing for flounder",M,False
1960.0,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,False
1960.0,Invalid,USA,Hawaii,Spearfishing,M,True
1960.0,Provoked,SENEGAL,Casamance,Fishing,M,False
1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing,M,True
1960.0,Provoked,AUSTRALIA,New South Wales,Shark fishing,,False
1960.0,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1960.0,Invalid,USA,Hawaii,S2F-1 airplane crashed immediately after carrier take-off,,True
1960.0,Unprovoked,PAPUA NEW GUINEA,Madang (WO),,M,False
1960.0,Boat,AUSTRALIA,South Australia,,,False
1960.0,Unprovoked,AUSTRALIA,New South Wales,Free diving,M,True
1960.0,Provoked,AUSTRALIA,Western Australia,"Fishing, lifting shark out of craypot",M,False
1960.0,Boat,AUSTRALIA,Tasmania,Setting crayfish pots,,False
1960.0,Provoked,SOUTH AFRICA,Western Cape Province,"Standing, watching seine netters",F,False
1960.0,Unprovoked,NICARAGUA ,Pacific coast,Bathing,M,False
1960.0,Unprovoked,GRENADA,St. Georges ,Spearfishing,M,False
1960.0,Invalid,CARIBBEAN SEA,,Aircraft crashed into sea,M,True
1960.0,Unprovoked,SRI LANKA,Eastern  Province,Spearfishing,M,False
1960.0,Unprovoked,SRI LANKA,Eastern  Province,Collecting ornamental fish,M,False
1960.0,Unprovoked,FIJI,Northwest of Viti Levu,Spearfishing,M,False
1960.0,Unprovoked,PAPUA NEW GUINEA,Madang,"Spear fishing, removing fish from spear",M,True
1960.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,False
1960.0,Unprovoked,MOZAMBIQUE,Gaza,Swimming,F,True
1960.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Wading,F,False
1959.0,Boat,AUSTRALIA,Queensland,Paddling,,False
1959.0,Boat,AUSTRALIA,New South Wales,Fishing,,False
1959.0,Unprovoked,PAPUA NEW GUINEA,Rigo subdistrict,Swimming underneath house on pilings,,True
1959.0,Unprovoked,AUSTRALIA,Queensland,Dived from dinghy to retrieve oar in heavy seas,M,True
1959.0,Sea Disaster,PHILIPPINES,Masbate,ship M.V. Rizal sank during typhoon,M,True
1959.0,Provoked,AUSTRALIA,Victoria,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,False
1959.0,Invalid,AUSTRALIA,South Australia,Spearfishing,M,True
1959.0,Boat,NEW ZEALAND,North Island,Fishing for snapper,M,False
1959.0,Sea Disaster,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,17 Maldivians adrift in open boat for 31 days,F,True
1959.0,Unprovoked,AUSTRALIA,Victoria,Body surfing,M,False
1959.0,Unprovoked,AUSTRALIA,Queensland,Standing in chest-deep water,M,False
1959.0,Unprovoked,AUSTRALIA,Queensland,Trailing the field in a surf race,M,False
1959.0,Invalid,USA,Louisiana,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,True
1959.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing for tunny,,False
1959.0,Provoked,AUSTRALIA,South Australia,Shark fishing,,False
1959.0,Unprovoked,USA,California,Swimming at surface through school of feeding 2.5' to 5’ sharks,M,False
1959.0,Provoked,AUSTRALIA,Western Australia,"Spearfishing, shot shark, hauled it onto boat",M,False
1959.0,Provoked,PAPUA NEW GUINEA,New Britain,Fishing,M,False
1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,M,True
1959.0,Unprovoked,PAPUA NEW GUINEA,Madang,,,False
1959.0,Unprovoked,USA,California,Diving for abalone,M,False
1959.0,Unprovoked,FIJI,Lomaiviti Province,Dived overboard to retrieve dinghy,M,True
1959.0,Unprovoked,FIJI,Kadavu,Spearfishing,M,False
1959.0,Unprovoked,PHILIPPINES,Leyte Island,Swimming ,M,False
1959.0,Invalid,BERMUDA,Hamilton,,F,True
1959.0,Sea Disaster,USA,Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,False
1959.0,Boat,USA,South Carolina,Gigging for flounder,,False
1959.0,Boat,USA,California,Pulling hooked salmon to boat,,False
1959.0,Unprovoked,INDIA,Orissa,,,True
1959.0,Invalid,USA,New York,On inflatable raft,M,True
1959.0,Unprovoked,MEXICO,Guerrrero,,F,True
1959.0,Boat,AZORES,,Fishing,,False
1959.0,Invalid,AUSTRALIA,Tasmania,Swimming,M,True
1959.0,Invalid,JAPAN,Hokkaido Prefecture,,M,True
1959.0,Invalid,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,True
1959.0,Invalid,USA,Florida,Diving,M,True
1959.0,Unprovoked,USA,Florida,Spearfishing on Scuba,M,True
1959.0,Provoked,USA,South Carolina,Fishing,M,False
1959.0,Sea Disaster,PHILIPPINES,Queaon,Fishing boat capsized ,,True
1959.0,Provoked,USA,California,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",M,False
1959.0,Provoked,CROATIA,Istria,Fishing,M,False
1959.0,Unprovoked,JAPAN,Wakayama Prefecture,Swimming,M,True
1959.0,Unprovoked,USA,Georgia,Standing,F,False
1959.0,Invalid,USA,California,Wading,M,True
1959.0,Invalid,ITALY,Tuscany,Scuba diving,M,True
1959.0,Provoked,USA,California,Pulling anchor,,False
1959.0,Unprovoked,USA,California,Spearfishing (but on surface),M,False
1959.0,Unprovoked,JAPAN,Okayama Prefecture,,M,True
1959.0,Boat,USA,California,,,False
1959.0,Boat,USA,California,Fishing,,False
1959.0,Provoked,USA,California,Dragging stranded shark ashore,M,False
1959.0,Sea Disaster,CARIBBEAN SEA,PANAMA,Columbian petrol barge Rio Atrato burned and sank,,True
1959.0,Provoked,USA,Florida,Free diving,M,False
1959.0,Boat,NORTH ATLANTIC OCEAN,In the Gulf Stream ,,,False
1959.0,Unprovoked,MEXICO,Quintana Roo,Wading,M,True
1959.0,Unprovoked,TURKEY,Mersin Province,,M,False
1959.0,Unprovoked,MEXICO,Guyamas,Swimming ashore from capsized boat,M,True
1959.0,Unprovoked,USA,California,Free diving for abalone,M,True
1959.0,Invalid,USA,California,Swimming ,,True
1959.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,False
1959.0,Unprovoked,USA,Florida,,F,False
1959.0,Unprovoked,USA,California,Treading water,M,True
1959.0,Unprovoked,USA,Florida,Spearfishing,M,False
1959.0,Unprovoked,MID ATLANTIC OCEAN,Between England & South Africa,Jumped overboard to rescue a man,M,False
1959.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,True
1959.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for pearl shell,M,False
1959.0,Unprovoked,USA,Hawaii,Fishing,M,False
1959.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,False
1959.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,False
1959.0,Unprovoked,USA,Florida,Swimming,M,False
1959.0,Unprovoked,PHILIPPINES,Mindanao,Lifeboat capsized,M,True
1959.0,Boat,USA,Florida,"On boat, preparing to dive",M,False
1959.0,Boat,AUSTRALIA,Victoria,Fishing for snapper,M,False
1959.0,Unprovoked,VENEZUELA,Nueva Esparta,Fell into water while attempting to boat a swordfish,M,False
1959.0,Provoked,PAPUA NEW GUINEA, Kikori River mouth,Fishing,M,False
1959.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Bathing with sister,M,True
1959.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,False
1959.0,Unprovoked,AUSTRALIA,Western Australia,Working prawn net,M,False
1959.0,Unprovoked,ECUADOR,Galapagos Islands,Washed overboard into school of fish,M,False
1959.0,Unprovoked,AUSTRALIA,Tasmania,Swimming with motor tube,M,False
1959.0,Unprovoked,AUSTRALIA,Tasmania,In deep water about 100 yards from his ship,M,True
1959.0,Unprovoked,AUSTRALIA,Queensland,"Surfing, but treading water",M,False
1959.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,False
1959.0,Unprovoked,NEW GUINEA,Milne Bay Province,Dragging banana seeds through the shallows,M,False
1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming ashore from fishing boat swamped and sunk by a squall,M,True
1959.0,Unprovoked,AUSTRALIA,Tasmania,Spearfishing / free diving,M,False
1959.0,Unprovoked,SOUTH KOREA,South Chungcheong Province,Swimming,M,True
1959.0,Unprovoked,INDIA,Orissa,,,True
1959.0,Provoked,ATLANTIC OCEAN,,Paddling & sailing from Buenos Aires to Miami,M,False
1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spear fishing,M,False
1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,False
1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",,M,True
1959.0,Provoked,PAPUA NEW GUINEA,Morobe Province,Fishing,M,False
1958.0,Boat,TURKEY,Ahirkapi coast,Fishing,,True
1958.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,,False
1958.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,True
1958.0,Unprovoked,USA,Hawaii,Surfing on air mattress,M,True
1958.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Cleaning hull of ship ,M,True
1958.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,True
1958.0,Invalid,SOUTH AFRICA,Western Cape Province,Fishing,M,True
1958.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,True
1958.0,Boat,USA,California,Fishing,,False
1958.0,Unprovoked,USA,California,Swimming near jetty,M,False
1958.0,Unprovoked,USA,Florida,,M,False
1958.0,Provoked,MEXICO,Guerrrero,Slapped shark on tail as it swam by,M,False
1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Collecting shells,M,False
1958.0,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,"""Climbing up to ship after repairing the stern in water""",M,True
1958.0,Unprovoked,BAHAMAS,Cat Cay,Fishing,M,False
1958.0,Provoked,USA,New York,Spearfishing,M,False
1958.0,Boat,MEXICO,Baja California,Boat stopped to repair electric pump,,False
1958.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Swimming,F,False
1958.0,Unprovoked,MEXICO,Guerrero,Swimming,F,True
1958.0,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,False
1958.0,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,False
1958.0,Unprovoked,USA,Florida,,M,True
1958.0,Unprovoked,KENYA,Coast Province,Swimming,M,True
1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,True
1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,False
1958.0,Provoked,USA,Florida,Free diving,M,False
1958.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Swimming,M,True
1958.0,Unprovoked,BAHAMAS,Abaco Islands,"Spearfishing, had fish on his spear",M,False
1958.0,Unprovoked,USA,Florida,,M,False
1958.0,Provoked,USA,Florida,Wading,M,False
1958.0,Unprovoked,USA,Florida,Walking,M,False
1958.0,Provoked,USA,Florida,"Swimming, towing the shark",M,False
1958.0,Invalid,AUSTRALIA,Queensland,Swimming,F,True
1958.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,True
1958.0,Provoked,USA,Florida,Free diving,M,False
1958.0,Unprovoked,TAIWAN,Taipei Hsien,Diving,M,False
1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling in knee-deep water,F,True
1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming with goggles,M,True
1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish in his left hand",M,False
1958.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,True
1958.0,Provoked,USA,US Virgin Islands,Spearfishing on Scuba,M,False
1958.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing / swimming on surface,M,False
1958.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,False
1958.0,Invalid,JAPAN,Ibaraki Prefecture,,M,True
1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,True
1958.0,Provoked,TONGA,Vava'u,Spearfishing,M,False
1958.0,Provoked,SAMOA,South Pacific Ocean,Placed hand in disemboweled shark’s jaws,,False
1958.0,Provoked,PANAMA,Canal Zone,Skindiving,M,False
1958.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,,,True
1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spearfishing,M,True
1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spearfishing,M,True
1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish",M,False
1958.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing (trolling),,False
1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Fishing, walking in river to cast",M,True
1957.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,False
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,False
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Skindiving,M,False
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating,M,True
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,True
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,False
1957.0,Sea Disaster,PACIFIC OCEAN,"1,000 miles east of Hawaii",Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,,False
1957.0,Boat,AUSTRALIA,New South Wales,Fishing,,False
1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,,M,True
1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,,F,True
1957.0,Unprovoked,MARSHALL ISLANDS,Eniwetok Atoll,,M,False
1957.0,Provoked,USA,Florida,Attempting to net shark in shark channel,M,False
1957.0,Provoked,USA,California,Spearfishing on Scuba,M,False
1957.0,Unprovoked,USA,North Carolina,Swimming,M,True
1957.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,False
1957.0,Invalid,CUBA,Yucatan Channel,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,,True
1957.0,Unprovoked,AUSTRALIA,New South Wales,Competing in spearfishing championship & towing dead fish,M,False
1957.0,Unprovoked,SOLOMON ISLANDS,,Fishing,M,False
1957.0,Unprovoked,USA,Florida,3 men & 2 boys picked up wearing life jackets and with inner tube,M,False
1957.0,Unprovoked,USA,California,Swimming,M,True
1957.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
1957.0,Provoked,USA,Florida,Standing,M,False
1957.0,Unprovoked,AUSTRALIA,Torres Strait,Swimming between  anchored  pearling luggers,M,False
1957.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Diving from canoe,M,False
1957.0,Unprovoked,SOLOMON ISLANDS,Bougainville (North Solomons),Diving from canoe,M,False
1957.0,Unprovoked,FIJI,Viti Levu,Spearfishing,M,False
1957.0,Unprovoked,USA,Florida,Floating,M,False
1957.0,Unprovoked,AUSTRALIA,Western Australia,,M,False
1957.0,Unprovoked,USA,Florida,Skindiving for specimens,M,False
1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,True
1957.0,Invalid,SRI LANKA,Western Province,Fishing,M,True
1957.0,Unprovoked,USA,Florida,Bathing,,False
1957.0,Invalid,CUBA,Havana Province,,,True
1957.0,Boat,CUBA,Havana Province,Fishing,,False
1957.0,Unprovoked,CUBA,Havana Province,Fishing for sharks,M,True
1957.0,Unprovoked,USA,Florida,Helmet diving in Miami Seaquarium,M,False
1957.0,Unprovoked,FIJI,Kadavu,Fishing,M,False
1957.0,Unprovoked,IRAN,Karun River,,M,False
1957.0,Unprovoked,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Fishing,M,True
1957.0,Unprovoked,IRAN,Karun River,,M,False
1957.0,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Dynamiting fish,M,True
1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,True
1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,True
1956.0,Unprovoked,GABON,Estuaire Province,Swimming,M,True
1956.0,Provoked,NEW ZEALAND,North Island,Fishing,M,False
1956.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving for sinkers,M,False
1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Spearfishing, holding 5' speared fish",M,False
